date,ip 属地,评分,comments
2023-08-05,湖南,4,粤东会馆位于百色市右江区解放街39号，此馆建于清乾隆初年，由广东旅邕商帮集资兴建。原馆分前、中、后三进，周边配有厢房20多间，占地8000多平方米，现仅存前进头门…
