date,ip 属地,评分,comments
2021-04-23,未知,5,斗牛很精彩的民俗竞技活动，不错!场面很壮观，主持人是央视播出“三农群英会”里的主角，很帅气，有点像侗族版的丁真，值得一看!
2021-04-18,未知,5,非常刺激，值得一看。
2023-05-26,福建,5,非常棒的旅行
2023-04-23,湖北,4,总体还可以
2024-01-21,广西,4,喜欢刺激性节目的值得一看。
